chinese,english,source,refs_list
人事费支出2.074百万美元是人事费分配款总额2.299百万美元的90％。 而将用于订约事务的1.666百万美元仅占订约事务14.979百万美元的11％。,"The expenditure for staff costs of $2.074 million is 90 per cent of the total allotment for staff costs of $2.299 million, while the commitment for contractual services of $1.666 million is only 11 per cent of the total allotment for contractual services of $14.979 million.",JSON,"['The expenditure for staff costs of $2.074 million is 90 per cent of the total allotment for staff costs of $2.299 million, while the commitment for contractual services of $1.666 million is only 11 per cent of the total allotment for contractual services of $14.979 million.']"
我们保证为打击国际恐怖主义的斗争提供一切支持。,We pledge to provide every support to the fight against international terrorism.,JSON,['We pledge to provide every support to the fight against international terrorism.']
据指出，保留所有权交易是基于一些欧洲国家所共同遵循并反映在欧洲联盟法规中的理论，而登记要求则有可能损害这种交易。,It was stated that registration could undermine retention-of-title transactions that were based on concepts shared by a number of European countries and reflected in European Union legislation.,JSON,['It was stated that registration could undermine retention-of-title transactions that were based on concepts shared by a number of European countries and reflected in European Union legislation.']
在这方面，设在波恩的联合国各机构以《气候公约》为领导，正在为新场馆制定一项可持续运输政策。,"In this context, the United Nations agencies in Bonn, under UNFCCC chairmanship, are developing a sustainable transport policy for the new campus.",JSON,"['In this context, the United Nations agencies in Bonn, under UNFCCC chairmanship, are developing a sustainable transport policy for the new campus.']"
嗯 说真的 即便他们进步很大,"Uh, well, you know, to be honest, even given their remarkable progress, they could probably use a little more time.",JSON,"['Uh, well, you know, to be honest, even given their remarkable progress, they could probably use a little more time.']"
为公共卫生推动者举办了经验交流会。,• Workshop for Exchange of Experiences with Community Health Promoters.,JSON,['• Workshop for Exchange of Experiences with Community Health Promoters.']
为满足获得产妇津贴的资格，申请者必须满足某些缴款条件。,"To qualify for Maternity Allowance, the applicant must satisfy certain contribution conditions.",JSON,"['To qualify for Maternity Allowance, the applicant must satisfy certain contribution conditions.']"
我才冷静不下来呢，她才16岁而且她玩脱了,"She's 16 and she's fucked up. Take it easy. We'll find her, okay.",JSON,"[""She's 16 and she's fucked up. Take it easy. We'll find her, okay.""]"
比利时、加纳、约旦、利比里亚、菲律宾和塞拉利昂正在制订国家行动计划。,"Belgium, Ghana, Jordan, Liberia, the Philippines and Sierra Leone are in the process of developing national action plans.",JSON,"['Belgium, Ghana, Jordan, Liberia, the Philippines and Sierra Leone are in the process of developing national action plans.']"
(c) 以加强协助艾滋病孤儿和被艾滋病感染/影响脆弱儿童的方案，以及扩大助益年轻人的生活技能培训方式，提供照顾和支助。,(c) To provide care and support by strengthening programming for orphans and vulnerable children infected/affected by AIDS and by expanding life skills training for young people.,JSON,['(c) To provide care and support by strengthening programming for orphans and vulnerable children infected/affected by AIDS and by expanding life skills training for young people.']
议程项目96 防止外层空间的军备竞赛,Agenda item 96 Prevention of an arms race in outer space,JSON,['Agenda item 96 Prevention of an arms race in outer space']
首先，根据《公约》条款，我们必须在比较短的期限内销毁大约130万枚杀伤人员地雷。,"Firstly, under the provisions of the Convention, we will have to destroy about 1.3 million APMs within a relatively short time limit.",JSON,"['Firstly, under the provisions of the Convention, we will have to destroy about 1.3 million APMs within a relatively short time\xa0limit.']"
我们注意到，《协议》是一个以四个支柱——即施政、安全、禁毒努力、重建和发展——为基础的雄心勃勃的五年方案。 这个方案的实施将需要我们的支持。,"We have noted that the Compact is an ambitious five-year programme built on four pillars — namely, governance, security, counter-narcotics efforts, reconstruction and development — which will need our support to be implemented.",JSON,"['We have noted that the Compact is an ambitious five-year programme built on four pillars — namely, governance, security, counter-narcotics efforts, reconstruction and development — which will need our support to be implemented.']"
尽管它继续霸占黎巴嫩Shab'a农地，以色列却在信中辩称，它已撤出黎巴嫩南部和它已彻底执行安全理事会第425（1978）号决议。,"As it continues to occupy the Lebanese Shab`a farmlands, Israel argues in its letter that it has withdrawn from southern Lebanon and has implemented Security Council resolution 425 (1978) in full.",JSON,"['As it continues to occupy the Lebanese Shab`a farmlands, Israel argues in its letter that it has withdrawn from southern Lebanon and has implemented Security Council resolution 425 (1978) in full.']"
在这种情况下，许多法域赋予通过控制而取得对抗第三方效力的担保权以优先权，因为这种做法能够促进依赖于银行账户贷记款的财务交易，并免除了有担保债权人检索一般担保权登记处的必要性（见A/CN.9/631，建议101，第一句）。,"In this situation, many jurisdictions accord priority to the security right made effective against third parties by control, because that outcome facilitates financial transactions that rely on funds credited to a bank account, relieving secured creditors from the necessity of searching the general security rights registry (see A/CN.9/631, recommendation 101, first sentence).",JSON,"['In this situation, many jurisdictions accord priority to the security right made effective against third parties by control, because that outcome facilitates financial transactions that rely on funds credited to a bank account, relieving secured creditors from the necessity of searching the general security rights registry (see\xa0A/CN.9/631, recommendation 101, first sentence).']"
莫尼·R·卡普丹，外交部长,"Liberia Monie R. Captan, Minister of Foreign Affairs",JSON,"['Liberia Monie R. Captan, Minister of Foreign Affairs']"
2008年，最重要的政府客户及合作伙伴是阿富汗、印度和斯里兰卡政府。,"The most important government clients and partners in 2008 were the Governments of Afghanistan, India, and Sri Lanka.",JSON,"['The most important government clients and partners in 2008 were the Governments of Afghanistan, India, and Sri Lanka.']"
值此科特迪瓦各当事方开始采取重要步骤执行《协定》的关键时刻，西非经共体认为有必要决定较大地扩大西非经共体科特迪瓦和平部队的规模，以使之更有成效。,"At this critical time, when the various Ivorian parties have at last begun taking important steps to implement the Accord, ECOWAS has found it necessary to decide on a substantial increase in the size of ECOFORCE in order to make it more effective.",JSON,"['At this critical time, when the various Ivorian parties have at last begun taking important steps to implement the Accord, ECOWAS has found it necessary to decide on a substantial increase in the size of ECOFORCE in order to make it more effective.']"
2000年《反恐怖主义法》和2000年《引渡违法者法》明文规定国际文书适用于引渡，就像后者第9(1)条的规定那样将恐怖罪行视为可引渡罪行。,"The Counter-Terrorism Act, 2000, and the Extradition of Offenders Act, 2000, both provide explicitly for the application of the international instruments to cases of extradition, just as the latter provides, in its article 9 (1), that terrorist crimes are to be considered extraditable offences.",JSON,"['The Counter-Terrorism Act, 2000, and the Extradition of Offenders Act, 2000, both provide explicitly for the application of the international instruments to cases of extradition, just as the latter provides, in its article 9 (1), that terrorist crimes are to be considered extraditable offences.']"
在每年12月4日至10日的人权周期间，在“人权日”这一天，法律事务局、地区法律事务局和人权志愿人员，与有关机构和组织合作，开展深入的宣传活动，以促进和提高公众对人权问题的认识。,Businesses that are “selling sex” such as services to prostitute oneself that are not regulated by measures against special sex entertainment businesses stipulated in the revised Law on Control and Improvement of Amusement and Entertainment Business are strictly regulated under the Anti-Prostitution Law and others.,JSON,['Businesses that are “selling sex” such as services to prostitute oneself that are not regulated by measures against special sex entertainment businesses stipulated in the revised Law on Control and Improvement of Amusement and Entertainment Business are strictly regulated under the Anti-Prostitution Law and others.']
我们认为，联合国必须建立互动机制，解决促使最贫穷国家退出全球发展和决策进程的问题。,We feel that the United Nations needs to establish interactive machinery to resolve the issues that cause the poorest countries to opt out of the process of global development and decision-making.,JSON,['We feel that the United Nations needs to establish interactive machinery to resolve the issues that cause the poorest countries to opt out of the process of global development and decision-making.']
委员会尤其注意到联邦政府重开在Yucca山的一个核废料储存点；指称在Mont Tenabo 和 Horse Canyon使用炸药进行露天开采金矿的活动；指称发放温泉及附近的地热能开发合同以及正在审批更多的这类申请。,"It notes in particular the reinvigorated federal efforts to open a nuclear waste repository at the Yucca Mountain; the alleged use of explosives and open pit gold mining activities on Mont Tenabo and Horse Canyon; and the alleged issuance of geothermal energy leases at, or near, hot springs, and the processing of further applications to that end;",JSON,"['It notes in particular the reinvigorated federal efforts to open a nuclear waste repository at the Yucca Mountain; the alleged use of explosives and open pit gold mining activities on Mont Tenabo and Horse Canyon; and the alleged issuance of geothermal energy leases at, or near, hot springs, and the processing of further applications to that end;']"
那是你的螺旋槳 你還能贏得比賽,"Wait, that's your propeller. You could still win the race.",JSON,"[""Wait, that's your propeller. You could still win the race.""]"
头四次起诉因证据不足而放弃。,The first four cases were abandoned for lack of evidence.,JSON,['The first four cases were abandoned for lack of evidence.']
"该论坛达成的亚洲和非洲国家私营公司间的商业合同超过了2,400万美元。",The forum produced business contracts amounting to more than $24 million between Asian and African private companies.,JSON,['The forum produced business contracts amounting to more than $24 million between Asian and African private companies.']
许多工厂已经逐步停止使用含汞技术并转向了能效更高的无汞薄膜工艺，其他一些氯碱工厂也准备向此类工艺转换，另外一部分氯碱工厂目前未表示有此计划。,"Many plant operators have phased out this technology and converted to the more energy-efficient and mercury-free membrane process, others have plans to do so, and still others have not announced any such plans.",JSON,"['Many plant operators have phased out this technology and converted to the more energy-efficient and mercury-free membrane process, others have plans to do so, and still others have not announced any such plans.']"
16. 志愿人员方案应对联合国科索沃临时行政当局特派团（科索沃特派团）的要求，最初于1999年9月提供200名志愿人员，充当（民事和公共行政部的）民事干事。,The initial contribution of UNV to the United Nations Interim Administration Mission in Kosovo (UNMIK) called for the provision of 200 Volunteers to serve as civil affairs officers (with the Department of Civil Affairs and Public Administration) in September 1999.,JSON,['The initial contribution of UNV to the United Nations Interim Administration Mission in Kosovo (UNMIK) called for the provision of 200 Volunteers to serve as civil affairs officers (with the Department of Civil Affairs and Public Administration) in September 1999.']
1964. 调查团认为，在当前形势下，几乎不可能通过以色列更不用说加沙的内部机构追究严重违反国际人道主义法和人权法的责任。,"The Mission believes that, in the circumstances, there is little potential for accountability for serious violations of international humanitarian and human rights law through domestic institutions in Israel and even less in Gaza.",JSON,"['The Mission believes that, in the circumstances, there is little potential for accountability for serious violations of international humanitarian and human rights law through domestic institutions in Israel and even less in Gaza.']"
27. 咨询委员会还要求在2003/04年期间概算报告中提供资料，说明执行现代化计划的进展及得到的好处，包括效率收益。,"The Advisory Committee had also requested that information on the progress of implementation of the modernization plan and the benefits to be achieved, including efficiency gains, be included in the report on the budget estimates for the period 2003/04.",JSON,"['The Advisory Committee had also requested that information on the progress of implementation of the modernization plan and the benefits to be achieved, including efficiency gains, be included in the report on the budget estimates for the period 2003/04.']"
这个委员会是一个论坛，可以听取有关如何更高效地，传播国际人道主义法的建设性想法，并将这些想法转给主管部门，还为公众组织有关国际人道主义法当前问题的讲习班和讨论会。,The committee is a forum to gather constructive ideas on the more efficient dissemination of international humanitarian law and to channel them to the competent authorities. It also organizes workshops and seminars for the public on current issues of international humanitarian law.,JSON,['The committee is a forum to gather constructive ideas on the more efficient dissemination of international humanitarian law and to channel them to the competent authorities. It also organizes workshops and seminars for the public on current issues of international humanitarian law.']
《公约》第7条目的在于确保充分遵守《公约》。,Article 7 of the Convention is designed to ensure full compliance with the Convention.,JSON,['Article 7 of the Convention is designed to ensure full compliance with the Convention.']
铭记根据委员会1991年3月5日第1991/42号决议，任意拘留问题工作组的任务是调查任意或违反《世界人权宣言》或相关国家所接受的有关国际法律文书中所载有关国际标准的拘留案件，,"Bearing in mind that, in accordance with its resolution 1991/42 of 5 March 1991, the task of the Working Group on Arbitrary Detention is to investigate cases of detention imposed arbitrarily or otherwise inconsistently with the relevant international standards set forth in the Universal Declaration of Human Rights or in the relevant international legal instruments accepted by the States concerned,",JSON,"['Bearing in mind that, in accordance with its resolution\xa01991/42 of 5 March 1991, the task of the Working Group on Arbitrary Detention is to investigate cases of detention imposed arbitrarily or otherwise inconsistently with the relevant international standards set forth in the Universal Declaration of Human Rights or in the relevant international legal instruments accepted by the States concerned,']"
那么，为什么我们不打了这一点，就像文明的人？,So why don't we just fight this out like civilized people?,JSON,"[""So why don't we just fight this out like civilized people?""]"
它还开始执行了一个社区电台项目。,It has also started a community radio project.,JSON,['It has also started a community radio project.']
458．1999年，继续根据《基础普通教育最低义务课程暂行规定》和《中等（全日制）普通教育最低义务课程》对课程进行更新。,"In 1999, work continued on updating the curriculum pursuant to the “Provisional requirements for a compulsory minimum curriculum for basic general education” and the “Compulsory minimum curriculum for secondary (full) general education”.",JSON,"['In 1999, work continued on updating the curriculum pursuant to the “Provisional requirements for a compulsory minimum curriculum for basic general education” and the “Compulsory minimum curriculum for secondary (full) general education”.']"
好 你对她好 你再说一遍,Same? Say what? Are you sure?,JSON,['Same? Say what? Are you sure?']
所谓检察院拒绝接受诉状决不可能阻止申诉人通过会留有书面纪录的任何方式提交诉状。,The prosecution service's alleged refusal to receive the complaint would in no way have prevented the complainant from filing the complaint by any means that would leave a written record.,JSON,"[""The prosecution service's alleged refusal to receive the complaint would in no way have prevented the complainant from filing the complaint by any means that would leave a written record.""]"
女神原谅我们了,The Goddess has forgiven us.,JSON,['The Goddess has forgiven us.']
"a Amount claimed does not equal the total amount claimed and reclassified because the Panel valued the entire loss claimed on behalf of the company, which included KWD 15,000 in respect of UNCC claim No. 1560682. See paragraph 17 above.","a Amount claimed does not equal the total amount claimed and reclassified because the Panel valued the entire loss claimed on behalf of the company, which included KWD 15,000 in respect of UNCC claim No. 1560682. See paragraph 17 above.",JSON,"['a Amount claimed does not equal the total amount claimed and reclassified because the Panel valued the entire loss claimed on behalf of the company, which included KWD 15,000 in respect of UNCC claim No. 1560682. See paragraph 17 above.']"
“此外，挪威还确认有必要遏止毁林和森林退化产生的排放，并决定每年拿出逾5亿美元支持这方面的林业努力。,"“Furthermore, Norway also recognizes the need to bring emissions from deforestation and forest degradation to a halt and has decided to support forestry efforts in this context with more than $500 million annually.",JSON,"['“Furthermore, Norway also recognizes the need to bring emissions from deforestation and forest degradation to a halt and has decided to support forestry efforts in this context with more than $500 million annually.']"
随后成立的中华民国国民政府同样未能缓和中央集权和地方分治之间的矛盾——这就是宏观历史学家黄仁宇（Ray Huang）所谓的中国无法实现“数目字管理”。事实上，中国从未发展出精英政府治理下以家庭为主体的农业经济所需的产权基础设施和货币财政政策。,"The nationalist government that followed, which established the Republic of China, also failed to address the tension between centralization and fragmentation – what the macro-historian Ray Huang called China’s “mathematical unmanageability.” Indeed, it never developed the property-rights infrastructure or the monetary and fiscal policies needed in a family-dominated agrarian economy with an elite-run government.",JSON,"['The nationalist government that followed, which established the Republic of China, also failed to address the tension between centralization and fragmentation – what the macro-historian Ray Huang called China’s “mathematical unmanageability.” Indeed, it never developed the property-rights infrastructure or the monetary and fiscal policies needed in a family-dominated agrarian economy with an elite-run government.']"
最大的不幸是独抱牢愁， 任何的欢娱兜不上心头；,Or have we eaten on the insane root that takes the reason prisoner? Your children shall be kings. You shall be king.,JSON,['Or have we eaten on the insane root that takes the reason prisoner? Your children shall be kings. You shall be king.']
具体而言，这一原则应适用于习惯国际法所认定的罪行以及诸如与劫机、毒品和恐怖主义有关的多边条约所涵盖的严重罪行。,"In particular, it was considered that the principle would apply to crimes recognized under customary international law as well as serious offences covered by multilateral treaties such as those relating to hijacking aircraft, narcotic drugs and terrorism.",JSON,"['In particular, it was considered that the principle would apply to crimes recognized under customary international law as well as serious offences covered by multilateral treaties such as those relating to hijacking aircraft, narcotic drugs and terrorism.']"
That's the one I'd buy for myself.,That's the one I'd buy for myself.,JSON,"[""That's the one I'd buy for myself.""]"
2003年，联合国儿童基金会估计，仅是受武装冲突影响的儿童就有1.21亿之多。,In 2003 the United Nations Children Fund estimated that 121 million children were affected by armed conflict alone.,JSON,['In 2003 the United Nations Children Fund estimated that 121 million children were affected by armed conflict alone.']
2000-2001年按支出类别分列的支助预算总表,"Summary support budget by expenditure category, 2000-2001",JSON,"['Summary support budget by expenditure category, 2000-2001']"
拉丁美洲和加勒比区域所报土地利用的变化和林业是净排放源。,"For the Latin America and the Caribbean region, LUCF is reported to be a net source of emissions.",JSON,"['For the Latin America and the Caribbean region, LUCF is reported to be a net source of emissions.']"
你到哈薩克斯坦 你可以住我家,"When you come out to Kazakhstan, you can-a stay at my house.",JSON,"['When you come out to Kazakhstan, you can-a stay at my house.']"
议程项目38：包括东耶路撒冷在内的被占领巴勒斯坦领土上的巴勒斯坦人民和被占领叙利亚戈兰的阿拉伯人民对其自然资源的永久主权（续）（A/C.2/60/ L.11）,"Agenda item 38: Permanent sovereignty of the Palestinian people in the Occupied Palestinian Territory, including East Jerusalem, and of the Arab population in the occupied Syrian Golan over their natural resources (continued) (A/C.2/60/L.11)",JSON,"['Agenda item 38: Permanent sovereignty of the Palestinian people in the Occupied Palestinian Territory, including East Jerusalem, and of the Arab population in the occupied Syrian Golan over their natural resources (continued) (A/C.2/60/L.11)']"
上次你命大,you were lucky last time.,JSON,['you were lucky last time.']
曼图亚不过是2里格的路程(约等於 6 英里) 我会带你去,Mantua is but two leagues away. I'll take you there myself.,JSON,"[""Mantua is but two leagues away. I'll take you there myself.""]"
你怎么没有早点告诉我,You read too much !,JSON,['You read too much !']
你自己房间有台电视,You have a TV in your room.,JSON,['You have a TV in your room.']
此外，1999年2月在贝宁举行的研究会讨论了旨在开发西非土地资源综合信息系统的区域项目的方式。,"Also, a workshop held at Benin in February 1999 discussed the modalities for a regional project aimed at developing an integrated land resources information system for West Africa.",JSON,"['Also, a workshop held at Benin in February 1999 discussed the modalities for a regional project aimed at developing an integrated land resources information system for West Africa.']"
我们恪守和遵守人权、裁军、贸易和环境保护方面的国际条约，以及我们对国际刑事法院的支持，将这一哲学变成了具体的承诺。,"Our adherence to, and compliance with, international treaties in the fields of human rights, disarmament, trade and environmental protection, as well as our support for the International Criminal Court translate this philosophy into practical commitments.",JSON,"['Our adherence to, and compliance with, international treaties in the fields of human rights, disarmament, trade and environmental protection, as well as our support for the International Criminal Court translate this philosophy into practical commitments.']"
友谊号,Friendship? No.,JSON,['Friendship? No.']
独立专家提出了下述建议。,The independent expert makes the recommendations as set out below.,JSON,['The independent expert makes the recommendations as set out below.']
我一辈子都渴望受到欢迎。,And I got a lifetime hunger for being welcome.,JSON,['And I got a lifetime hunger for being welcome.']
学习英语或制作音乐吗？,Study English or make music?,JSON,['Study English or make music?']
考虑到理论和判例均如此认为的不同的单方面行为，就需要一种均衡办法，尤其是在委员会从事的编纂和逐渐发展工作中。,"A balanced approach is needed, considering the different unilateral acts that both doctrine and jurisprudence recognize as such, particularly in the context of the work of codification and progressive development that the Commission has undertaken.",JSON,"['A balanced approach is needed, considering the different unilateral acts that both doctrine and jurisprudence recognize as such, particularly in the context of the work of codification and progressive development that the Commission has undertaken.']"
17 《维尔京群岛每日新闻》，2005年1月7日。,"17 The Virgin Islands Daily News, 7 January 2005.",JSON,"['17 The Virgin Islands Daily News, 7 January 2005.']"
(第一委员会)(在议程项目98(e)下)就题为“防止恐怖分子获得放射性材料和放射源”的决议草案L.46的非正式协商(由法国代表团召集),Informal consultations on the draft resolution entitled “Preventing the acquisition by terrorists of radioactive materials and sources” (under agenda item 98 (e)) (First Committee) (convened by the delegation of France),JSON,['Informal consultations on the draft resolution entitled “Preventing the acquisition by terrorists of radioactive materials and sources” (under agenda item 98 (e)) (First Committee) (convened by the delegation of France)']
j. 维护并扩大达格·哈马舍尔德图书馆所有正式语文网站；,j. Maintenance and expansion of the Dag Hammarskjöld Library websites in all the official languages;,JSON,['j. Maintenance and expansion of the Dag Hammarskjöld Library websites in all the official languages;']
重点明确，大大便利了这些服务单元中各项具体活动的开展。,This clear focus has greatly facilitated the promotion of the specific activities of these service modules.,JSON,['This clear focus has greatly facilitated the promotion of the specific activities of these service modules.']
还有，所需经费根据联合国共同制度适用的员额结构、薪金、津贴和应享待遇计算。,"Furthermore, the requirements were computed on the basis of the post structure, salaries, allowances and entitlements applicable to the United Nations common system.",JSON,"['Furthermore, the requirements were computed on the basis of the post structure, salaries, allowances and entitlements applicable to the United Nations common system.']"
案例1. 被贩运到马来西亚从事性工作的一名19岁的菲律宾移民女工的证词,Case 1. Testimony of a 19-year-old Filipina migrant worker trafficked for purposes of sex work in Malaysia,JSON,['Case 1. Testimony of a 19-year-old Filipina migrant worker trafficked for purposes of sex work in Malaysia']
"Korea Telecom Corp., Republic of Korea","Korea Telecom Corp., Republic of Korea",JSON,"['Korea Telecom Corp., Republic of Korea']"
我呼吁安全理事会谴责埃塞俄比亚入侵厄立特里亚及其对厄立特里亚人民犯下的罪行，要求埃塞俄比亚立即和无条件地从撤离主权的厄立特里亚领土，并对埃塞俄比亚采取惩罚性行动，直到其遵从为止。,"I call upon the Security Council to condemn Ethiopia's invasion of Eritrea and its crimes on the Eritrean people, to demand Ethiopia's immediate and unconditional withdrawal from sovereign Eritrean territory and to take punitive action against Ethiopia until it complies.",JSON,"[""I call upon the Security Council to condemn Ethiopia's invasion of Eritrea and its crimes on the Eritrean people, to demand Ethiopia's immediate and unconditional withdrawal from sovereign Eritrean territory and to take punitive action against Ethiopia until it complies.""]"
没错，刚开始这里只是一片荒地,"- Yes. That's right. At first, there were just fields here.",JSON,"[""- Yes. That's right. At first, there were just fields here.""]"
不用，不用...,"No need, no need ...",JSON,"['No need, no need ...']"
粮农组织将继续支持古巴在保护和合理使用自然资源（比如森林、土壤、水及生物多样性）方面采取的行动。,"FAO will also support Cuba's actions oriented to the conservation and rational use of natural resources, such as forests, soils, water and biodiversity.",JSON,"[""FAO will also support Cuba's actions oriented to the conservation and rational use of natural resources, such as forests, soils, water and biodiversity.""]"
5. 宣传有关基金的情况,Dissemination of information about the Fund,JSON,['Dissemination of information about the Fund']
21. 委员会请外层空间事务厅向联合国系统各组织以及在委员会具有观察员地位的政府间组织和非政府组织通报为成立行动小组所完成的工作和所取得的进展。,The Committee requested the Office for Outer Space Affairs to inform the organizations of the United Nations system and intergovernmental and non-governmental organizations with observer status with the Committee of the work accomplished and the progress made in the establishment of action teams.,JSON,['The Committee requested the Office for Outer Space Affairs to inform the organizations of the United Nations system and intergovernmental and non-governmental organizations with observer status with the Committee of the work accomplished and the progress made in the establishment of action teams.']
如该建议予以落实，被安排进行特派团开办工作的常备警力人员将难以投入第二核心职能(援助、评估和调查)下的部署任务。,"If this recommendation is implemented, Standing Police Capacity members assigned to mission start-up will be correspondingly less available for deployment under the second core function (assistance, assessment and investigations).",JSON,"['If this recommendation is implemented, Standing Police Capacity members assigned to mission start-up will be correspondingly less available for deployment under the second core function (assistance, assessment and investigations).']"
欢迎所有感兴趣的代表团参加。],All interested delegations are invited to attend. ],JSON,['All interested delegations are invited to attend. ]']
1999年2月，联合王国向欧洲联盟提供资料，说明已在直布罗陀实行的若干措施（39）、无法适用的措施（31）和“在最后修订阶段”的措施（8）。,"In February 1999, the United Kingdom submitted information to the European Union regarding the number of measures that had been implemented in Gibraltar (39), those that were inapplicable (31) and those that were in the “final stages of transposition” (8).",JSON,"['In February 1999, the United Kingdom submitted information to the European Union regarding the number of measures that had been implemented in Gibraltar (39), those that were inapplicable (31) and those that were in the “final stages of transposition” (8).']"
设立法庭管理协调员的职务将大大有助于通过精简工作来缓和庭长和书记官处之间的紧张，从而加快工作速度，并提高工作质量。,"The introduction of a court management coordinator should go a long way towards easing tensions by streamlining the conduct of work between the presidency and the Registry, thus enhancing the pace and quality of work.",JSON,"['The introduction of a court management coordinator should go a long way towards easing tensions by streamlining the conduct of work between the presidency and the Registry, thus enhancing the pace and quality of work.']"
我也想睡了，晚安，席根斯 真是難忘的一夜,"I think I'll turn in, too. Good night. It's been a great occasion.",JSON,"[""I think I'll turn in, too. Good night. It's been a great occasion.""]"
根据争端中任何一方的请求，争端可交由国际海洋法法庭(海洋法庭)、国际法院或仲裁与调解程序（特设仲裁法庭）解决。,"Disputes can be submitted, at the request of any party to the dispute, to the International Tribunal for the Law of the Sea (the Tribunal), the International Court of Justice or arbitration and conciliation procedures (ad hoc arbitral tribunals).",JSON,"['Disputes can be submitted, at the request of any party to the dispute, to the International Tribunal for the Law of the Sea (the Tribunal), the International Court of Justice or arbitration and conciliation procedures (ad hoc arbitral tribunals).']"
亚涅斯-巴努埃沃先生（西班牙）（以西班牙语发言）：西班牙对第1566（2004）号决议获得一致通过感到高兴，西班牙同安理会其他成员一道是该决议的提案国。,"Mr. Yáñez-Barnuevo (Spain) (spoke in Spanish): Spain is gratified by the unanimous adoption of resolution 1566 (2004), of which, with other members of the Council, it was a sponsor.",JSON,"['Mr. Yáñez-Barnuevo (Spain) (spoke in Spanish): Spain is gratified by the unanimous adoption of resolution 1566 (2004), of which, with other members of the Council, it was a sponsor.']"
(e) 最好有一种简单而全面的数据收集工具；,"(e) The desirability of a single, comprehensive data collection tool;",JSON,"['(e) The desirability of a single, comprehensive data collection tool;']"
一段时间以来，敌人一直在边界一带加强防卫，派遣增援部队。,"For some time, the enemy has also been strengthening its defences and deploying reinforcements forward along the boundaries.",JSON,"['For some time, the enemy has also been strengthening its defences and deploying reinforcements forward along the boundaries.']"
加拿大边境事务局正等待相关条例最后定稿并开始生效，以便全面执行联合国的议定书和国际海关组织的建议。,The CBSA is awaiting the finalization of the associated regulations and their coming into force in order to fully implement the UN Protocol and the WCO Recommendations.,JSON,['The CBSA is awaiting the finalization of the associated regulations and their coming into force in order to fully implement the UN Protocol and the WCO Recommendations.']
我们只能允许从浴室窗户向内拍摄 而且只能是肩膀以上部分的剪影 而且必须是磨砂玻璃,"We might accept a shot from outside the bathroom window... of Marion in silhouette, above the shoulders... provided that the glass is frosted.",JSON,"['We might accept a shot from outside the bathroom window... of Marion in silhouette, above the shoulders... provided that the glass is frosted.']"
2007年作出多年期认捐的国家有69个。,The total number of multi-year pledges received in 2007 was 69.,JSON,['The total number of multi-year pledges received in 2007 was 69.']
附件一,Annex I,JSON,['Annex I']
或者那一天 因为我错误的决定,Maybe I've chosen the wrong card and paid the cost...,JSON,"[""Maybe I've chosen the wrong card and paid the cost...""]"
在乌干达和坦桑尼亚联合共和国，人口基金制定由国家组织协调的监测和评价项目，以支助人口基金供资的国家方案。,"In Uganda and the United Republic of Tanzania, UNFPA established monitoring and evaluation projects coordinated by national organizations in support of the UNFPA-funded country programme.",JSON,"['In Uganda and the United Republic of Tanzania, UNFPA established monitoring and evaluation projects coordinated by national organizations in support of the UNFPA-funded country programme.']"
i 包括占用由项目资金提供经费的员额的专业工作人员和本国干事。,i Includes Professional staff and National Officers occupying posts funded from project funds.,JSON,['i Includes Professional staff and National Officers occupying posts funded from project funds.']
但是，若要苏丹摆脱战争遗害，实现全面和平与发展，国际社会就需要大幅度增加投入。,It will need to invest a lot more if the Sudan is finally to shake off the vestiges of war and achieve comprehensive peace and development.,JSON,['It will need to invest a lot more if the Sudan is finally to shake off the vestiges of war and achieve comprehensive peace and development.']
当我在做实验的时候 我觉得 我是在为科学做贡献,"When I was doing these experiments, in my mind, I was helping science.",JSON,"['When I was doing these experiments, in my mind, I was helping science.']"
2003年，方案和协调委员会将审议关于进行专题评价的建议。 这些专题评价将探讨联合国在努力实现不同方案所确立的共同目标方面成效如何。,"Proposals for thematic evaluations, which will look at how well the United Nations is working towards common goals being undertaken by different programmes, will be considered by the Committee for Programme and Coordination in 2003.",JSON,"['Proposals for thematic evaluations, which will look at how well the United Nations is working towards common goals being undertaken by different programmes, will be considered by the Committee for Programme and Coordination in 2003.']"
我也是人类啊 赛巴斯酱,"I am human, Sebastian!",JSON,"['I am human, Sebastian!']"
对此 Clove先生不仅有权警告他人 还有权解雇她,"Not only was Mr. Clove within his rights to warn others of this hate speech, he was right to fire her.",JSON,"['Not only was Mr. Clove within his rights to warn others of this hate speech, he was right to fire her.']"
我是要救你的儿子,I was trying to save your damn kid.,JSON,['I was trying to save your damn kid.']
知道嗎，我很抱歉我做錯了 我很抱歉我做錯了,"You know, I'm sorry I was wrong. I'm sorry I was wrong.",JSON,"[""You know, I'm sorry I was wrong. I'm sorry I was wrong.""]"
他同意这样处理的 He agreed to handle it.,He agreed to handle it.,JSON,['He agreed to handle it.']
我作了伟大的决定，我要结婚了,I have made a great decision. I've decided to get married.,JSON,"[""I have made a great decision. I've decided to get married.""]"
